STUDENTID,GENDER,FJOB,MJOB,GRADE
STUDENT3935,1,3,3.0,0
STUDENT3936,1,3,3.0,3
STUDENT3937,1,3,3.0,1
STUDENT3938,1,3,3.0,4
STUDENT3939,1,3,3.0,5
STUDENT3940,1,2,3.0,5
STUDENT3941,1,3,3.0,3
STUDENT3942,1,5,3.0,0
STUDENT3943,1,3,3.0,1
STUDENT3944,1,3,5.0,0
STUDENT3945,1,3,5.0,0
STUDENT3946,1,3,3.0,4
STUDENT3947,1,4,3.0,0
STUDENT3948,1,4,4.0,0
STUDENT3949,1,5,3.0,3
STUDENT3950,1,2,3.0,4
STUDENT3951,1,3,3.0,5
STUDENT3952,1,4,2.0,0
STUDENT3953,1,5,3.0,4
STUDENT3954,1,5,5.0,2
STUDENT3955,1,2,3.0,0
STUDENT3956,1,2,5.0,0
STUDENT3957,1,2,3.0,3
STUDENT3958,1,3,4.0,2
STUDENT3959,1,2,4.0,5
STUDENT3960,1,5,5.0,5
STUDENT3961,1,3,3.0,0
STUDENT3962,1,5,3.0,5
STUDENT3963,1,4,5.0,3
STUDENT3964,1,3,3.0,3
STUDENT3965,1,3,5.0,1
STUDENT3966,1,3,3.0,3
STUDENT3967,1,5,3.0,2
STUDENT3968,1,3,3.0,0
STUDENT3969,1,5,3.0,3
STUDENT3970,1,3,3.0,1
STUDENT3971,1,4,4.0,4
STUDENT3972,1,4,3.0,4
STUDENT3973,1,3,3.0,1
STUDENT3974,1,4,3.0,2
STUDENT3975,1,4,4.0,3
STUDENT3976,1,3,3.0,5
STUDENT3977,1,4,3.0,3
STUDENT3978,1,5,3.0,4
STUDENT3979,1,4,4.0,5
STUDENT3980,1,3,4.0,3
STUDENT3981,1,4,5.0,3
STUDENT3982,1,3,3.0,5
STUDENT3983,1,4,5.0,2
STUDENT3984,1,4,3.0,3
STUDENT3985,1,4,3.0,0
STUDENT3986,1,3,3.0,3
STUDENT3987,1,3,3.0,3
STUDENT3988,1,4,5.0,5
STUDENT3989,1,3,3.0,2
STUDENT3990,1,5,3.0,2
STUDENT3991,1,3,3.0,5
STUDENT3992,1,3,3.0,1
STUDENT3993,1,4,2.0,2
STUDENT3994,1,3,3.0,2
STUDENT3995,1,5,3.0,3
STUDENT3996,1,3,3.0,0
STUDENT3997,1,3,3.0,2
STUDENT3998,1,4,5.0,2
STUDENT3999,1,4,5.0,4
STUDENT4000,1,3,5.0,4
STUDENT4001,2,3,3.0,0
STUDENT4002,2,3,4.0,0
STUDENT4003,2,3,3.0,3
STUDENT4004,2,3,3.0,4
STUDENT4005,2,3,3.0,3
STUDENT4006,2,2,5.0,0
STUDENT4007,2,3,3.0,3
STUDENT4008,2,4,5.0,0
STUDENT4009,2,3,3.0,0
STUDENT4010,2,3,3.0,0
STUDENT4011,2,2,3.0,0
STUDENT4012,1,4,3.0,1
STUDENT4013,1,3,3.0,0
STUDENT4014,1,4,4.0,5
STUDENT4015,1,4,4.0,5
STUDENT4016,1,3,3.0,2
STUDENT4017,1,5,3.0,1
STUDENT4018,1,4,3.0,0
STUDENT4019,1,3,3.0,4
STUDENT4020,1,3,3.0,4
STUDENT4021,1,4,2.0,0
STUDENT4022,1,4,2.0,2
STUDENT4023,1,3,3.0,1
STUDENT4024,1,3,5.0,2
STUDENT4025,1,3,2.0,2
STUDENT4026,1,4,3.0,1
STUDENT4027,1,3,3.0,3
STUDENT4028,1,3,5.0,3
STUDENT4029,1,3,5.0,4
STUDENT4030,1,4,3.0,0
STUDENT4031,1,4,3.0,3
STUDENT4032,2,3,3.0,3
STUDENT4033,2,3,4.0,4
STUDENT4034,2,3,3.0,0
STUDENT4035,2,5,5.0,0
STUDENT4036,2,3,5.0,0
STUDENT4037,1,2,5.0,5
STUDENT4038,1,3,3.0,1
STUDENT4039,1,3,3.0,5
STUDENT4040,1,4,3.0,2
STUDENT4041,1,5,3.0,4
STUDENT4042,1,5,3.0,4
STUDENT4043,1,3,3.0,2
STUDENT4044,1,3,4.0,2
STUDENT4045,1,3,3.0,3
STUDENT4046,1,3,4.0,0
STUDENT4047,1,3,3.0,3
STUDENT4048,1,2,3.0,4
STUDENT4049,1,4,3.0,4
STUDENT4050,1,3,5.0,3
STUDENT4051,1,5,5.0,0
STUDENT4052,1,4,4.0,2
STUDENT4053,1,3,3.0,1
STUDENT4054,1,3,4.0,3
STUDENT4055,1,3,3.0,5
STUDENT4056,1,3,3.0,2
STUDENT4057,1,2,3.0,3
STUDENT4058,1,3,3.0,4
STUDENT4059,1,2,3.0,3
STUDENT4060,1,3,3.0,0
STUDENT4061,1,3,3.0,5
STUDENT4062,1,4,3.0,3
STUDENT4063,1,4,5.0,5
STUDENT4064,1,4,3.0,3
STUDENT4065,1,3,3.0,1
STUDENT4066,1,5,3.0,4
STUDENT4067,1,3,3.0,2
STUDENT4068,1,3,3.0,0
STUDENT4069,1,4,3.0,3
STUDENT4070,1,4,4.0,2
STUDENT4071,1,4,4.0,5
STUDENT4072,1,3,5.0,0
STUDENT4073,1,4,5.0,3
STUDENT4074,1,4,3.0,4
STUDENT4075,1,3,5.0,3
STUDENT4076,1,4,3.0,0
STUDENT4077,1,4,3.0,4
STUDENT4078,1,4,3.0,0
STUDENT4079,1,3,5.0,5
STUDENT4080,1,4,3.0,3
STUDENT4081,1,3,4.0,0
STUDENT4082,1,4,3.0,1
STUDENT4083,1,3,3.0,2
STUDENT4084,1,4,3.0,3
STUDENT4085,1,3,3.0,0
STUDENT4086,1,4,4.0,5
STUDENT4087,1,4,3.0,3
STUDENT4088,1,4,3.0,3
STUDENT4089,1,2,4.0,0
STUDENT4090,1,5,5.0,3
STUDENT4091,1,5,5.0,1
STUDENT4092,1,3,3.0,3
STUDENT4093,1,2,5.0,0
STUDENT4094,1,4,4.0,2
STUDENT4095,1,3,5.0,5
STUDENT4096,1,3,3.0,5
STUDENT4097,1,3,3.0,5
STUDENT4098,1,3,3.0,1
STUDENT4099,1,3,3.0,0
STUDENT4100,1,5,5.0,0
STUDENT4101,1,3,5.0,3
STUDENT4102,1,3,3.0,2
STUDENT4103,1,3,3.0,2
STUDENT4104,1,3,5.0,2
STUDENT4105,1,2,3.0,4
STUDENT4106,2,3,3.0,1
STUDENT4107,1,4,3.0,2
STUDENT4108,1,4,3.0,4
STUDENT4109,1,3,5.0,5
STUDENT4110,1,3,5.0,1
STUDENT4111,1,3,3.0,5
STUDENT4112,1,3,3.0,5
STUDENT4113,1,4,4.0,2
STUDENT4114,1,4,4.0,0
STUDENT4115,1,4,3.0,5
STUDENT4116,1,4,4.0,3
STUDENT4117,1,3,4.0,3
STUDENT4118,1,3,3.0,4
STUDENT4119,1,4,5.0,3
STUDENT4120,1,2,5.0,4
STUDENT4121,1,4,3.0,2
STUDENT4122,1,5,5.0,5
STUDENT4123,1,4,4.0,0
STUDENT4124,1,3,3.0,5
STUDENT4125,1,3,3.0,1
STUDENT4126,1,3,3.0,2
STUDENT4127,1,3,3.0,4
STUDENT4128,1,3,3.0,2
STUDENT4129,1,3,3.0,4
STUDENT4130,1,3,4.0,3
STUDENT4131,1,3,3.0,4
STUDENT4132,1,2,2.0,2
STUDENT4133,1,3,3.0,2
STUDENT4134,1,4,4.0,2
STUDENT4135,1,4,5.0,2
STUDENT4136,1,4,3.0,1
STUDENT4137,1,3,3.0,2
STUDENT4138,1,3,3.0,3
STUDENT4139,1,5,3.0,4
STUDENT4140,1,4,4.0,1
STUDENT4141,1,5,5.0,0
STUDENT4142,1,3,3.0,5
STUDENT4143,1,5,5.0,1
STUDENT4144,1,3,3.0,2
STUDENT4145,1,3,4.0,2
STUDENT4146,1,4,2.0,0
STUDENT4147,1,2,3.0,3
STUDENT4148,1,3,3.0,0
STUDENT4149,1,3,3.0,1
STUDENT4150,1,3,3.0,3
STUDENT4151,1,4,5.0,5
STUDENT4152,1,3,3.0,3
STUDENT4153,1,5,5.0,5
STUDENT4154,1,3,3.0,0
STUDENT4155,1,4,4.0,1
STUDENT4156,1,4,3.0,3
STUDENT4157,1,3,3.0,3
STUDENT4158,1,3,3.0,3
STUDENT4159,1,4,5.0,2
STUDENT4160,1,3,3.0,4
STUDENT4161,1,4,4.0,2
STUDENT4162,1,3,3.0,2
STUDENT4163,1,5,5.0,1
STUDENT4164,1,3,3.0,1
STUDENT4165,1,4,4.0,0
STUDENT4166,1,3,3.0,3
STUDENT4167,1,3,3.0,2
STUDENT4168,1,4,5.0,4
STUDENT4169,1,3,5.0,2
STUDENT4170,1,3,5.0,0
STUDENT4171,1,4,4.0,1
STUDENT4172,1,4,5.0,1
STUDENT4173,1,3,3.0,4
STUDENT4174,1,4,4.0,5
STUDENT4175,1,4,3.0,3
STUDENT4176,1,3,3.0,2
STUDENT4177,1,3,4.0,3
STUDENT4178,1,3,3.0,2
STUDENT4179,1,3,4.0,3
STUDENT4180,1,4,5.0,5
STUDENT4181,1,4,3.0,1
STUDENT4182,1,3,3.0,0
STUDENT4183,1,3,3.0,1
STUDENT4184,1,2,3.0,4
STUDENT4185,1,4,5.0,1
STUDENT4186,1,3,3.0,0
STUDENT4187,1,4,3.0,2
STUDENT4188,1,4,4.0,3
STUDENT4189,1,5,4.0,2
STUDENT4190,1,2,2.0,2
STUDENT4191,1,3,3.0,2
STUDENT4192,1,3,4.0,2
STUDENT4193,1,4,3.0,2
STUDENT4194,1,5,5.0,4
STUDENT4195,1,3,3.0,0
STUDENT4196,1,4,3.0,2
STUDENT4197,1,3,3.0,4
STUDENT4198,1,3,5.0,4
STUDENT4199,1,3,3.0,0
STUDENT4200,1,3,3.0,3
STUDENT4201,1,2,3.0,2
STUDENT4202,1,4,3.0,2
STUDENT4203,1,4,4.0,0
STUDENT4204,1,3,3.0,2
STUDENT4205,1,4,5.0,2
STUDENT4206,1,3,5.0,4
STUDENT4207,1,3,3.0,4
STUDENT4208,1,3,4.0,5
STUDENT4209,1,3,5.0,0
STUDENT4210,2,3,3.0,3
STUDENT4211,1,4,4.0,3
STUDENT4212,1,5,3.0,5
STUDENT4213,1,3,5.0,5
STUDENT4214,1,3,3.0,1
STUDENT4215,1,4,3.0,5
STUDENT4216,1,4,3.0,0
STUDENT4217,1,4,4.0,0
STUDENT4218,1,4,3.0,4
STUDENT4219,1,4,3.0,3
STUDENT4220,1,3,3.0,2
STUDENT4221,1,5,5.0,0
STUDENT4222,1,3,3.0,5
STUDENT4223,1,3,3.0,3
STUDENT4224,1,3,3.0,2
STUDENT4225,1,3,3.0,4
STUDENT4226,1,5,3.0,4
STUDENT4227,1,3,3.0,2
STUDENT4228,1,5,4.0,3
STUDENT4229,1,5,3.0,3
STUDENT4230,1,3,5.0,0
STUDENT4231,1,3,3.0,5
STUDENT4232,1,3,3.0,2
STUDENT4233,1,5,5.0,2
STUDENT4234,1,3,3.0,5
STUDENT4235,2,3,3.0,1
STUDENT4236,2,3,3.0,1
STUDENT4237,2,3,3.0,4
STUDENT4238,2,4,4.0,3
STUDENT4239,2,5,5.0,2
STUDENT4240,1,3,4.0,5
STUDENT4241,1,5,3.0,4
STUDENT4242,1,3,3.0,3
STUDENT4243,1,4,4.0,2
STUDENT4244,1,3,3.0,0
STUDENT4245,1,3,3.0,3
STUDENT4246,1,4,3.0,0
STUDENT4247,1,4,4.0,1
STUDENT4248,1,4,5.0,1
STUDENT4249,1,4,5.0,2
STUDENT4250,1,3,3.0,4
STUDENT4251,1,4,3.0,2
STUDENT4252,1,4,5.0,0
STUDENT4253,1,3,3.0,2
STUDENT4254,1,5,3.0,0
STUDENT4255,1,3,3.0,1
STUDENT4256,1,3,3.0,3
STUDENT4257,1,3,5.0,2
STUDENT4258,1,3,3.0,3
STUDENT4259,1,4,4.0,3
STUDENT4260,1,2,3.0,4
STUDENT4261,1,3,3.0,0
STUDENT4262,1,3,3.0,3
STUDENT4263,1,4,4.0,3
STUDENT4264,2,5,3.0,1
STUDENT4265,2,3,3.0,3
STUDENT4266,2,3,3.0,2
STUDENT4267,2,3,3.0,0
STUDENT4268,2,3,3.0,2
STUDENT4269,2,5,5.0,2
STUDENT4270,2,5,3.0,0
STUDENT4271,2,4,3.0,2
STUDENT4272,2,5,2.0,5
STUDENT4273,2,3,3.0,3
STUDENT4274,2,3,3.0,3
STUDENT4275,2,3,3.0,3
STUDENT4276,2,3,3.0,2
STUDENT4277,2,4,5.0,0
STUDENT4278,2,3,5.0,4
STUDENT4279,2,4,5.0,5
STUDENT4280,2,3,3.0,0
STUDENT4281,2,4,3.0,0
STUDENT4282,2,3,5.0,0
STUDENT4283,2,3,3.0,1
STUDENT4284,2,3,4.0,0
STUDENT4285,2,3,3.0,2
STUDENT4286,2,3,3.0,1
STUDENT4287,2,3,3.0,4
STUDENT4288,2,5,5.0,1
STUDENT4289,2,3,3.0,3
STUDENT4290,2,4,4.0,1
STUDENT4291,2,5,5.0,2
STUDENT4292,2,3,5.0,0
STUDENT4293,2,4,5.0,4
STUDENT4294,2,3,3.0,1
STUDENT4295,2,4,4.0,4
STUDENT4296,2,4,3.0,1
STUDENT4297,2,3,3.0,2
STUDENT4298,2,4,3.0,3
STUDENT4299,2,3,3.0,0
STUDENT4300,2,3,3.0,0
STUDENT4301,2,4,4.0,2
STUDENT4302,2,4,3.0,0
STUDENT4303,2,3,3.0,2
STUDENT4304,2,3,5.0,2
STUDENT4305,2,3,4.0,0
STUDENT4306,2,3,3.0,1
STUDENT4307,2,5,5.0,0
STUDENT4308,2,5,5.0,0
STUDENT4309,2,4,2.0,0
STUDENT4310,2,3,3.0,3
STUDENT4311,2,5,3.0,4
STUDENT4312,2,3,4.0,0
STUDENT4313,2,3,4.0,5
STUDENT4314,2,3,3.0,2
STUDENT4315,2,4,3.0,0
STUDENT4316,2,2,5.0,3
STUDENT4317,2,2,2.0,4
STUDENT4318,2,3,5.0,4
STUDENT4319,1,4,3.0,5
STUDENT4320,2,3,3.0,3
STUDENT4321,2,4,3.0,1
STUDENT4322,1,3,4.0,2
STUDENT4323,1,3,4.0,2
STUDENT4324,1,4,3.0,0
STUDENT4325,1,3,4.0,4
STUDENT4326,1,4,4.0,3
STUDENT4327,1,3,3.0,3
STUDENT4328,1,3,3.0,0
STUDENT4329,1,2,5.0,4
STUDENT4330,1,3,3.0,2
STUDENT4331,1,3,3.0,0
STUDENT4332,1,3,3.0,0
STUDENT4333,1,3,3.0,1
STUDENT4334,1,3,3.0,1
STUDENT4335,1,2,3.0,3
STUDENT4336,1,4,5.0,3
STUDENT4337,1,4,3.0,5
STUDENT4338,1,3,5.0,3
STUDENT4339,1,4,3.0,3
STUDENT4340,1,4,3.0,3
STUDENT4341,1,3,3.0,2
STUDENT4342,1,3,3.0,4
STUDENT4343,1,5,5.0,1
STUDENT4344,1,2,3.0,3
STUDENT4345,1,3,3.0,3
STUDENT4346,1,2,3.0,3
STUDENT4347,1,3,3.0,0
STUDENT4348,1,5,5.0,0
STUDENT4349,1,3,3.0,4
STUDENT4350,1,4,3.0,2
STUDENT4351,1,4,5.0,2
STUDENT4352,1,3,5.0,3
STUDENT4353,1,4,3.0,2
STUDENT4354,1,5,5.0,0
STUDENT4355,1,3,3.0,3
STUDENT4356,1,3,3.0,4
STUDENT4357,1,3,5.0,0
STUDENT4358,1,3,4.0,2
STUDENT4359,1,3,3.0,1
STUDENT4360,1,3,5.0,3
STUDENT4361,1,3,5.0,2
STUDENT4362,1,4,3.0,3
STUDENT4363,1,5,3.0,3
STUDENT4364,1,5,5.0,0
STUDENT4365,1,3,3.0,1
STUDENT4366,2,3,5.0,0
STUDENT4367,2,3,4.0,4
STUDENT4368,2,2,2.0,2
STUDENT4369,2,3,3.0,0
STUDENT4370,2,4,4.0,2
STUDENT4371,2,3,3.0,0
STUDENT4372,2,4,4.0,5
STUDENT4373,2,3,3.0,0
STUDENT4374,1,3,4.0,1
STUDENT4375,1,3,5.0,4
STUDENT4376,1,3,3.0,0
STUDENT4377,1,2,3.0,2
STUDENT4378,1,3,3.0,1
STUDENT4379,1,3,3.0,3
STUDENT4380,1,4,4.0,4
STUDENT4381,1,3,4.0,1
STUDENT4382,1,3,5.0,0
STUDENT4383,1,3,3.0,5
STUDENT4384,1,3,3.0,5
STUDENT4385,1,4,3.0,1
STUDENT4386,1,3,3.0,0
STUDENT4387,1,4,3.0,3
STUDENT4388,1,3,3.0,0
STUDENT4389,1,3,3.0,3
STUDENT4390,1,4,3.0,4
STUDENT4391,1,3,3.0,3
STUDENT4392,1,3,3.0,2
STUDENT4393,1,2,5.0,1
STUDENT4394,1,4,3.0,1
STUDENT4395,1,2,3.0,5
STUDENT4396,1,5,5.0,2
STUDENT4397,1,2,3.0,3
STUDENT4398,1,3,4.0,2
STUDENT4399,1,3,4.0,2
STUDENT4400,1,3,3.0,4
STUDENT4401,2,4,4.0,3
STUDENT4402,2,5,5.0,0
STUDENT4403,2,3,4.0,3
STUDENT4404,2,2,5.0,1
STUDENT4405,2,3,3.0,1
STUDENT4406,2,4,4.0,4
STUDENT4407,2,4,3.0,1
STUDENT4408,2,5,5.0,3
STUDENT4409,2,3,3.0,2
STUDENT4410,2,2,5.0,4
STUDENT4411,2,5,3.0,3
STUDENT4412,2,4,3.0,3
STUDENT4413,2,3,4.0,2
STUDENT4414,2,2,3.0,3
STUDENT4415,1,3,4.0,2
STUDENT4416,1,4,4.0,1
STUDENT4417,1,3,3.0,3
STUDENT4418,1,3,3.0,4
STUDENT4419,2,3,4.0,3
STUDENT4420,2,5,3.0,3
STUDENT4421,1,3,3.0,1
STUDENT4422,1,3,3.0,4
STUDENT4423,1,5,4.0,2
STUDENT4424,1,3,3.0,3
STUDENT1,2,5,5.0,1
STUDENT2,2,1,5.0,1
STUDENT3,2,1,5.0,1
STUDENT4,1,1,5.0,1
STUDENT5,2,4,5.0,1
STUDENT6,2,3,5.0,2
STUDENT7,2,4,5.0,5
STUDENT8,1,3,,2
STUDENT9,1,4,5.0,5
STUDENT10,1,3,5.0,0
STUDENT11,1,2,,2
STUDENT12,1,2,,0
STUDENT13,1,2,5.0,0
STUDENT14,1,3,5.0,1
STUDENT15,2,1,,2
STUDENT16,2,1,,2
STUDENT17,1,3,5.0,1
STUDENT18,2,1,5.0,2
STUDENT19,1,5,5.0,2
STUDENT20,2,4,5.0,3
STUDENT21,2,3,5.0,1
STUDENT22,2,3,5.0,1
STUDENT23,2,4,5.0,3
STUDENT24,2,1,5.0,1
STUDENT25,2,4,5.0,2
STUDENT26,2,4,5.0,3
STUDENT27,2,4,5.0,1
STUDENT28,2,3,5.0,1
STUDENT29,2,1,5.0,3
STUDENT30,2,1,,5
STUDENT31,2,4,5.0,5
STUDENT32,2,3,5.0,3
STUDENT33,1,1,5.0,1
STUDENT34,1,3,5.0,2
STUDENT35,2,4,5.0,2
STUDENT36,2,3,5.0,1
STUDENT37,2,3,,2
STUDENT38,2,3,5.0,1
STUDENT39,2,4,5.0,2
STUDENT40,1,4,5.0,1
STUDENT41,2,5,5.0,1
STUDENT42,2,2,5.0,1
STUDENT43,2,1,,1
STUDENT44,2,1,5.0,4
STUDENT45,2,5,5.0,1
STUDENT46,2,4,5.0,3
STUDENT47,2,5,5.0,5
STUDENT48,2,4,,3
STUDENT49,2,2,5.0,1
STUDENT50,2,4,5.0,2
STUDENT51,2,3,5.0,1
STUDENT52,1,1,5.0,4
STUDENT53,1,1,5.0,1
STUDENT54,1,1,5.0,5
STUDENT55,2,2,,3
STUDENT56,2,1,5.0,3
STUDENT57,2,4,5.0,5
STUDENT58,2,3,,4
STUDENT59,2,1,5.0,3
STUDENT60,2,3,5.0,5
STUDENT61,1,3,5.0,2
STUDENT62,2,3,5.0,5
STUDENT63,2,4,5.0,3
STUDENT64,2,1,5.0,5
STUDENT65,2,1,5.0,3
STUDENT66,2,4,5.0,2
STUDENT67,2,5,5.0,5
STUDENT68,2,2,5.0,1
STUDENT69,1,5,5.0,5
STUDENT70,1,3,5.0,5
STUDENT71,2,2,,7
STUDENT72,1,4,5.0,6
STUDENT73,2,3,5.0,6
STUDENT74,2,4,5.0,6
STUDENT75,2,1,5.0,7
STUDENT76,2,2,5.0,7
STUDENT77,2,3,,4
STUDENT78,2,2,,7
STUDENT79,1,4,5.0,4
STUDENT80,2,4,5.0,3
STUDENT81,1,3,5.0,4
STUDENT82,2,3,5.0,3
STUDENT83,2,3,5.0,7
STUDENT84,2,2,,7
STUDENT85,2,1,5.0,7
STUDENT86,2,1,5.0,4
STUDENT87,2,1,,5
STUDENT88,2,1,,6
STUDENT89,2,2,,6
STUDENT90,2,2,5.0,6
STUDENT91,1,2,,6
STUDENT92,2,3,5.0,6
STUDENT93,2,2,,7
STUDENT94,2,3,5.0,4
STUDENT95,2,5,5.0,6
STUDENT96,2,1,5.0,5
STUDENT97,2,2,,7
STUDENT98,2,3,5.0,6
STUDENT99,2,5,5.0,7
STUDENT100,2,1,5.0,7
STUDENT101,2,3,,6
STUDENT102,2,4,5.0,7
STUDENT103,2,4,,7
STUDENT104,2,1,5.0,7
STUDENT105,1,2,,3
STUDENT106,2,4,5.0,7
STUDENT107,2,1,5.0,7
STUDENT108,1,4,5.0,6
STUDENT109,1,5,,6
STUDENT110,2,5,5.0,7
STUDENT111,2,5,,2
STUDENT112,1,2,,2
STUDENT113,1,1,5.0,2
STUDENT114,1,2,,1
STUDENT115,1,1,5.0,2
STUDENT116,1,2,5.0,1
STUDENT117,1,4,5.0,1
STUDENT118,1,3,,1
STUDENT119,2,4,,1
STUDENT120,1,5,5.0,2
STUDENT121,1,4,,1
STUDENT122,1,4,5.0,0
STUDENT123,2,1,5.0,2
STUDENT124,1,1,,1
STUDENT125,1,3,,3
STUDENT126,1,3,5.0,2
STUDENT127,1,3,,3
STUDENT128,1,4,,1
STUDENT129,1,2,,0
STUDENT130,1,4,5.0,3
STUDENT131,1,4,5.0,1
STUDENT132,1,2,,4
STUDENT133,1,1,5.0,3
STUDENT134,1,3,5.0,3
STUDENT135,1,3,,1
STUDENT136,1,1,5.0,2
STUDENT137,1,4,,0
STUDENT138,1,1,5.0,2
STUDENT139,1,5,,0
STUDENT140,1,4,,0
STUDENT141,1,4,5.0,5
STUDENT142,1,1,5.0,5
STUDENT143,1,4,5.0,1
STUDENT144,1,3,,4
STUDENT145,1,4,5.0,3
STUDENT2,1,3,6.0,1
STUDENT3,1,3,6.0,1
STUDENT4,1,3,6.0,2
STUDENT5,1,2,4.0,4
STUDENT6,1,3,4.0,2
STUDENT7,2,4,2.0,4
STUDENT8,2,3,4.0,3
STUDENT9,1,3,4.0,1
STUDENT10,2,4,2.0,5
STUDENT11,2,3,3.0,4
STUDENT12,1,5,3.0,2
STUDENT13,1,5,2.0,3
STUDENT14,2,2,3.0,4
STUDENT15,2,4,3.0,3
STUDENT16,2,3,5.0,4
STUDENT17,1,5,3.0,4
STUDENT18,1,2,2.0,4
STUDENT19,1,4,5.0,2
STUDENT20,2,2,2.0,0
STUDENT21,2,3,3.0,2
STUDENT22,2,4,3.0,4
STUDENT23,2,5,3.0,4
STUDENT24,2,5,3.0,4
STUDENT25,2,4,3.0,3
STUDENT26,1,4,2.0,1
STUDENT27,1,2,2.0,1
STUDENT28,2,3,4.0,3
STUDENT29,2,2,5.0,4
STUDENT30,2,3,2.0,3
STUDENT31,2,3,3.0,3
STUDENT32,2,2,5.0,3
STUDENT33,2,2,2.0,5
STUDENT34,2,6,3.0,4
STUDENT35,2,3,3.0,3
STUDENT36,2,3,3.0,4
STUDENT37,1,5,5.0,1
STUDENT38,2,2,3.0,5
STUDENT39,2,3,5.0,4
STUDENT40,1,3,2.0,3
STUDENT41,1,4,6.0,3
STUDENT42,1,4,5.0,3
STUDENT43,2,4,3.0,3
STUDENT44,2,3,2.0,5
STUDENT45,2,2,2.0,3
STUDENT46,1,6,5.0,2
STUDENT47,1,4,5.0,1
STUDENT48,1,2,3.0,3
STUDENT49,2,2,3.0,5
STUDENT50,2,4,3.0,4
STUDENT51,1,3,2.0,1
STUDENT52,1,2,2.0,3
STUDENT53,1,4,3.0,3
STUDENT54,2,3,4.0,2
STUDENT55,1,2,2.0,3
STUDENT56,1,4,4.0,3
STUDENT57,1,3,3.0,2
STUDENT58,1,2,2.0,4
STUDENT59,2,4,3.0,4
STUDENT60,2,6,3.0,2
STUDENT61,1,5,2.0,4
STUDENT62,1,3,3.0,3
STUDENT63,1,2,2.0,3
STUDENT64,1,2,3.0,2
STUDENT65,1,4,3.0,2
STUDENT66,1,2,2.0,2
STUDENT67,1,2,3.0,4
STUDENT68,2,2,5.0,3
STUDENT69,1,3,2.0,1
STUDENT70,1,2,3.0,1
STUDENT71,1,5,5.0,4
STUDENT72,2,3,5.0,4
STUDENT73,2,5,4.0,2
STUDENT74,1,4,3.0,0
STUDENT75,2,5,5.0,4
STUDENT76,1,2,3.0,3
STUDENT77,2,3,3.0,2
STUDENT78,2,3,3.0,2
STUDENT79,1,4,5.0,3
STUDENT80,2,4,5.0,2
STUDENT81,1,3,6.0,0
STUDENT82,2,2,4.0,3
STUDENT83,2,3,3.0,3
STUDENT84,1,3,2.0,1
STUDENT85,2,2,2.0,4
STUDENT86,1,4,3.0,2
STUDENT87,1,2,2.0,1
STUDENT88,1,4,6.0,1
STUDENT89,1,5,4.0,4
STUDENT90,2,4,2.0,2
STUDENT91,2,4,3.0,1
STUDENT92,1,3,5.0,1
STUDENT93,1,5,2.0,5
STUDENT94,1,5,5.0,1
STUDENT95,1,2,3.0,2
STUDENT96,2,5,2.0,4
STUDENT97,1,3,6.0,2
STUDENT98,2,3,2.0,4
STUDENT99,1,3,3.0,2
STUDENT100,1,3,3.0,4
STUDENT101,1,6,3.0,1
STUDENT102,2,2,2.0,0
STUDENT103,2,3,2.0,5
STUDENT104,2,4,2.0,4
STUDENT105,1,3,2.0,1
STUDENT106,2,3,2.0,5
STUDENT107,1,3,5.0,3
STUDENT108,1,5,3.0,1
STUDENT109,2,3,2.0,5
STUDENT110,2,5,4.0,3
STUDENT111,1,4,5.0,4
STUDENT112,2,3,3.0,5
STUDENT113,1,4,2.0,2
STUDENT114,1,5,6.0,3
STUDENT115,2,4,3.0,5
STUDENT116,2,2,3.0,2
STUDENT117,2,3,3.0,4
STUDENT118,2,3,3.0,4
STUDENT119,2,2,3.0,3
STUDENT120,2,3,3.0,1
STUDENT121,2,5,3.0,3
STUDENT122,1,2,6.0,4
STUDENT123,2,2,2.0,4
STUDENT124,1,5,3.0,3
STUDENT125,2,5,3.0,3
STUDENT126,1,5,3.0,1
STUDENT127,2,2,2.0,3
STUDENT128,1,4,5.0,3
STUDENT129,1,5,6.0,2
STUDENT130,2,5,2.0,0
STUDENT131,2,3,3.0,5
STUDENT132,1,3,2.0,0
STUDENT133,1,5,6.0,0
STUDENT134,1,3,5.0,3
STUDENT135,1,4,2.0,3
STUDENT136,2,3,6.0,0
STUDENT137,1,6,2.0,0
STUDENT138,2,5,6.0,0
STUDENT139,1,5,3.0,0
STUDENT140,2,5,2.0,3
STUDENT141,1,3,3.0,4
STUDENT142,2,2,3.0,0
STUDENT143,2,2,2.0,2
STUDENT144,1,2,3.0,3
STUDENT145,1,6,6.0,3
STUDENT146,2,4,4.0,0
STUDENT147,1,2,5.0,3
STUDENT148,1,2,3.0,0
STUDENT149,1,5,6.0,3
STUDENT150,2,3,3.0,0
STUDENT151,2,3,2.0,2
STUDENT152,2,3,3.0,0
STUDENT153,2,4,6.0,4
STUDENT154,1,2,2.0,2
STUDENT155,2,6,2.0,0
STUDENT156,1,3,5.0,3
STUDENT157,2,2,6.0,1
STUDENT158,2,5,3.0,3
STUDENT159,1,4,6.0,2
STUDENT160,2,5,6.0,4
STUDENT161,2,2,4.0,3
STUDENT162,2,3,6.0,0
STUDENT163,2,5,4.0,1
STUDENT164,2,4,5.0,0
STUDENT165,2,2,6.0,2
STUDENT166,2,2,4.0,1
